Security Code,Company_Name,Security Id,Security Name,Status,,,
509563,Garware Marine Industries Ltd.,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,Active,,,
509567,Goa Carbon Ltd.,GOACARBON,GOA CARBON LTD.-$,Active,,,
509597,Hardcastle & Waud Mfg. Co. Ltd.,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,Active,,,
509631,HEG Ltd.,HEG,HEG LTD.,Active,,,
509635,Hindustan Composites Ltd,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,Active,,,
509650,Hindustan Housing Co. Ltd.,ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,Active,,,
509675,HIL Limited,HIL,HIL LTD.,Active,,,
509692,Indian Card Clothing Ltd,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,Active,,,
509709,International Conveyors Ltd.,INTLCONV,INTERNATIONAL CONVEYORS LTD.,Active,,,
509715,Jay Shree Tea & Industries Ltd.,JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD.,Active,,,
509732,Kothari Industrial Corpn. Ltd.,KOTIC,KOTHARI INDUSTRIAL CORPORATION LTD.,Active,,,
509760,Modern Shares and Stockbrokers Ltd.,MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,Active,,,
509782,Oseaspre Consultants Ltd.,OSEASPR,OSEASPRE CONSULTANTS LTD.,Active,,,
509820,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,Huhtamaki India Ltd,Active,,,
509835,Premier Synthetics Ltd.,PREMSYN,PREMIER SYNTHETICS LTD.,Active,,,
509845,R.J. Shah & Co. Ltd.,RJSHAH,R.J.SHAH & CO.LTD.,Active,,,
509870,Shah Construction Co. Ltd.,SHAHCON,SHAH CONSTRUCTION CO.LTD.,Active,,,
509874,Shalimar Paints Ltd.,SHALPAINTS,SHALIMAR PAINTS LTD.-$,Active,,,
509887,Sinnar Bidi Udyog Ltd.,SINNAR,SINNAR BIDI UDYOG LTD.,Active,,,
509895,Hindoostan Mills Ltd.,HINDMILL,HINDOOSTAN MILLS LTD.,Active,,,
509910,Southern Gas Ltd.,ZSOUTGAS,SOUTHERN GAS LTD.,Active,,,
509917,Technojet Consultants Ltd.,TECHCON,TECHNOJET CONSULTANTS LTD.,Active,,,
509930,Supreme Industries Ltd.,SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,,,
509945,Thacker & Co. Ltd.,THACKER,THACKER & CO.LTD.,Active,,,
509960,U.P. Hotels Ltd.,UPHOT,U.P.HOTELS LTD.,Active,,,
509966,VST Industries Ltd.,VSTIND,VST INDUSTRIES LTD.,Active,,,
510245,Swasti Vinayaka Synthetics Ltd.,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,Active,,,
511000,Madhusudan Securities Ltd,MADHUSE,MADHUSUDAN SECURITIES LTD.,Active,,,
511012,Yamini Investments Company Limited,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,Active,,,
511016,Premier Capital Services Ltd.,PREMCAP,PREMIER CAPITAL SERVICES LTD.,Active,,,
511018,MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN,Milgrey Finance & Investments Ltd,Active,,,
511034,Jindal Drilling & Industries Ltd.,JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,Active,,,
511048,Kusam Electrical Industies Ltd.,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,Active,,,
511060,Jumbo Finance Ltd.,JUMBFNL,JUMBO FINANCE LTD.,Active,,,
511066,Sakthi Finance Ltd.,SAKTHIFIN,SAKTHI FINANCE LTD.,Active,,,
511074,EASY FINCORP LIMITED,EASYFIN,Easy Fincorp Ltd,Active,,,
511076,Sat Industries Ltd,SATINDLTD,SAT INDUSTRIES LTD.-$,Active,,,
511092,JMD Ventures Limited,JMDVL,JMD Ventures Ltd,Active,,,
511096,Tivoli Construction Ltd.,TVOLCON,TIVOLI CONSTRUCTION LTD.,Active,,,
511108,Shiva Texyarn Ltd.,SHIVATEX,SHIVA TEXYARN LTD.,Active,,,
511110,V.B.Desai Financial Services Ltd,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,Active,,,
511116,Quadrant Televentures Limited,QUADRANT,Quadrant Televentures Limited-$,Active,,,
511122,First Custodian Fund (India) Ltd.,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,Active,,,
511131,Kamanwala Housing Construction Ltd,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,Active,,,
511147,WSFX Global Pay Limited,WSFX,WSFx Global Pay Ltd,Active,,,
511153,Anjani Foods Limited,ANJANIFOODS,Anjani Foods Ltd,Active,,,
511169,RKD AGRI & RETAIL LIMITED,RKDAGRRTL,RKD Agri & Retail Ltd,Active,,,
511176,Parshwanath Corporation Limited,PARSHWANA,PARSHWANATH CORPORATION LTD.,Active,,,
511185,RAJVI LOGITRADE LIMITED,RAJVI,Rajvi Logitrade Ltd,Active,,,
511187,Millennium Online Solutions (India) Ltd,MILLENNIUM,Millennium Online Solutions ( India ) Ltd,Active,,,
511194,ICDS Ltd.,ICDSLTD,ICDS LTD.,Active,,,
511196,Can Fin Homes Ltd.,CANFINHOME,CAN FIN HOMES LTD.,Active,,,
511200,Munoth Capital Market Ltd,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,Active,,,
511208,IL & FS Investment Managers Ltd.,IVC,IL&FS INVESTMENT MANAGERS LTD.,Active,,,
511218,Shriram Finance Limited,SHRIRAMFIN,Shriram Finance Ltd,Active,,,
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,,,
511254,Sagar Systech Ltd.,SAGARSYST,SAGAR SYSTECH LTD.,Active,,,
511260,ID INFO BUSINESS SERVICES LTD.,IDINFO,ID Info Business Services Ltd,Active,,,
511333,VLS Finance Limited,VLSFINANCE,VLS FINANCE LTD.,Active,,,
511355,India Cements Capital Limited,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Active,,,
511359,AD-Manum Finance Ltd,ADMANUM,AD-MANUM FINANCE LTD.,Active,,,
511377,Mehta Integrated Finance Ltd.,MEHIF,MEHTA INTEGRATED FINANCE LTD.,Active,,,
511391,Inter Globe Finance Ltd.,INTRGLB,INTER GLOBE FINANCE LTD.,Active,,,
511401,MUNOTH COMMUNICATION LIMITED,MCLTD,Munoth Communication Ltd,Active,,,
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Active,,,
511413,CREST VENTURES LIMITED,CREST,CREST VENTURES LIMITED,Active,,,
511431,Vakrangee Limited,VAKRANGEE,Vakrangee Limited-$,Active,,,
511441,Gujarat Credit Corporation Ltd.,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,Active,,,
511447,Sylph Technologies Ltd,SYLPH,SYLPH TECHNOLOGIES LTD.,Active,,,
511451,Dharani Finance Ltd.,DHARFIN,DHARANI FINANCE LTD.,Active,,,
511463,Alexander Stamps And Coin Limited,ALEXANDER,Alexander Stamps And Coin Ltd,Active,,,
511473,Indbank Merchant Banking Services L,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Active,,,
511493,SHRYDUS INDUSTRIES LIMITED,SHRYDUS,Shrydus Industries Ltd,Active,,,
511501,Bharat Bhushan Share & Commodity Brokers Ltd.,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,Active,,,
511505,Capital Trust Ltd.,CAPTRUST,CAPITAL TRUST LTD.,Active,,,
511507,Ushakiran Finance Ltd.,USHAKIRA,USHAKIRAN FINANCE LTD.,Active,,,
511509,Vivo Bio tech Ltd.,VIVOBIOT,VIVO BIO TECH LTD.,Active,,,
511523,Veerhealth Care Limited,VEERHEALTH,Veerhealth Care Limited,Active,,,
511525,Pan India Corporation Ltd,PANINDIAC,PAN INDIA CORPORATION LTD.,Active,,,
511533,Sahara HousingFina Corporation Ltd.,SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.,Active,,,
511535,NDA Securities ltd.,NDASEC,NDA SECURITIES LTD.,Active,,,
511543,GSB Finance Ltd.,GSBFIN,GSB FINANCE LTD.,Active,,,
511549,Morarka Finance Ltd.,MORARKFI,MORARKA FINANCE LTD.,Active,,,
511551,Monarch Networth Capital Limited,MONARCH,Monarch Networth Capital Ltd,Active,,,
511557,Pro Fin Capital Services Ltd,PROFINC,PRO FIN CAPITAL SERVICES LTD.,Active,,,
511559,Times Guaranty Ltd.,TIMESGTY,TIMES GUARANTY LTD.,Active,,,
511563,Sanchay Finvest Ltd,SANCF,SANCHAY FINVEST LTD.,Active,,,
511571,Som Datt Finance Corporation Ltd.,SODFC,SOM DATT FINANCE CORPORATION LTD.,Active,,,
511585,Regency Trust Ltd.,REGTRUS,REGENCY TRUST LTD.,Active,,,
511589,Avonmore Capital & Management Services Limited,AVONMORE,Avonmore Capital & Management Services Limited,Active,,,
511593,Libord Finance Limited,LIBORDFIN,Libord Finance Ltd,Active,,,
511601,Yash Management & Satellite Ltd.,YASHMGM,YASH MANAGEMENT & SATELLITE LTD.,Active,,,
511605,Arihant Capital Markets Ltd.,ARIHANTCAP,ARIHANT CAPITAL MARKETS LTD.,Active,,,
511609,ISL Consulting Ltd,ISLCONSUL,ISL CONSULTING LTD.,Active,,,
511611,DCM Financial Services Ltd.,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,Active,,,
511626,R.R.Financial Consultants Ltd.,RRFIN,RR FINANCIAL CONSULTANTS LTD.,Active,,,
511628,FEDDERS HOLDING LIMITED,FEDDERSHOL,Fedders Holding Ltd,Active,,,
511630,Sambhaav Media Ltd.,SAMBHAAV,SAMBHAAV MEDIA LTD.,Active,,,
511644,Omega Interactive Technologies Ltd.,OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES LTD.,Active,,,
511654,Sugal & Damani Share Brokers Ltd.,SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.,Active,,,
511658,Nettlinx Ltd.,NETTLINX,NETTLINX LTD.,Active,,,
511664,BGIL Films & Technologies Ltd,BGIL,BGIL FILMS & TECHNOLOGIES LTD.,Active,,,
511672,Scan Steels Limited,SCANSTL,Scan Steels Limited,Active,,,
511676,GIC Housing Finance Ltd.,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,,,
511692,Ajcon Global Services Ltd.,AJCON,AJCON GLOBAL SERVICES LTD.,Active,,,
511696,Chartered Capital & Investment Ltd.,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,Active,,,
511700,Standard Capital Markets Ltd.,STANCAP,STANDARD CAPITAL MARKETS LTD.,Active,,,
511702,YOGI LIMITED,YOGI,YOGI Ltd,Active,,,
511710,Cubical Financial Services Ltd.,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,Active,,,
511712,Relic Technologies Ltd.,RELICTEC,RELIC TECHNOLOGIES LTD.,Active,,,
511714,Nimbus Projects Limited,NIMBSPROJ,NIMBUS PROJECTS LTD.,Active,,,
511724,BAID FINSERV LIMITED,BAIDFIN,Baid Finserv Ltd,Active,,,
511726,Vipul Limited,VIPULLTD,VIPUL LTD.,Active,,,
511728,K.Z.Leasing & Finance Ltd.,KZLFIN,K.Z.LEASING & FINANCE LTD.,Active,,,
511734,Pasupati Fincap Ltd.,PASUFIN,PASUPATI FINCAP LTD.,Active,,,
511740,Mehta Housing Finance Ltd.,MEHTAHG,MEHTA HOUSING FINANCE LTD.,Active,,,
511742,UGRO CAPITAL LIMITED,UGROCAP,Ugro Capital Ltd,Active,,,
511754,Shalibhadra Finance Ltd.,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Active,,,
511756,Abirami Financial Services (India),ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,Active,,,
511758,Mansi Finance (Chennai) Ltd,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Active,,,
511760,Seven Hill Industries Limited,SEVENHILL,Seven Hill Industries Limited,Active,,,
511764,Aastamangalam Finance Limited,AASTAFIN,Aastamangalam Finance Ltd,Active,,,
511766,Muthoot Capital Services Ltd.,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD.,Active,,,
511768,Master Trust Ltd.,MASTERTR,MASTER TRUST LTD.,Active,,,
512004,Nilkanth Engineering Ltd.,ZNILKENG,NILKANTH ENGINEERING LTD.,Active,,,
512008,EFC (I) LIMITED,EFCIL,EFC (I) Ltd,Active,,,
512014,Sobhagya Merchantile Ltd.,SOBME,SOBHAGYA MERCHANTILE LTD.,Active,,,
512018,CNI Research Ltd,CNIRESLTD,CNI RESEARCH LTD.,Active,,,
512020,Saraswati Commercial (India) Ltd.,ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,Active,,,
512022,Winro Commercial (India) Ltd.,WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,,,
512025,Inertia Steel Limited,INERTIAST,INERTIA STEEL LTD.,Active,,,
512026,PH Trading Ltd.,PHTRADING,PH TRADING LTD.,Active,,,
512036,Kapil Cotex  Ltd.,KAPILCO,KAPIL COTEX LTD.,Active,,,
512038,TCC CONCEPT LIMITED,TCC,TCC Concept Ltd,Active,,,
512047,Royal India Corporation Limited,ROYALIND,Royal India Corporation Limited,Active,,,
512048,Luharuka Media & Infra Limited,LUHARUKA,Luharuka Media & Infra Ltd,Active,,,
512060,Ventura Guaranty Ltd.,SHYAM,VENTURA GUARANTY LTD.,Active,,,
512062,Sanmitra Commercial Ltd.,ZSANMCOM,SANMITRA COMMERCIAL LTD.,Active,,,
512063,WARDWIZARD HEALTHCARE LIMITED,WARDHEALTH,Wardwizard Healthcare Ltd,Active,,,
512064,VISHVPRABHA VENTURES LIMITED,VISVEN,Vishvprabha Ventures Ltd,Active,,,
512065,Mrugesh Trading Ltd.,MRUTR,MRUGESH TRADING LTD.,Active,,,
512068,Deccan Gold Mines Ltd.,DECNGOLD,DECCAN GOLD MINES LTD.,Active,,,
512070,UPL Limited,UPL,UPL Limited,Active,,,
512091,Nibe Ordnance and Maritime Limited,NIBEORD,Nibe Ordnance and Maritime Ltd,Active,,,
512093,Cranes Software International Ltd.,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,Active,,,
512097,Saianand Commercial Limited,SAICOM,Saianand Commercial Limited,Active,,,
512099,EYANTRA VENTURES LIMITED,EY,Eyantra Ventures Ltd,Active,,,
512101,Triochem Products Ltd.,TRIPR,TRIOCHEM PRODUCTS LTD.,Active,,,
512103,Nidhi Granites Limited,NIDHGRN,NIDHI GRANITES LTD.,Active,,,
512115,Rose Merc.Limited,ROSEMER,ROSE MERC.LTD.,Active,,,
512117,Twin Roses Trades & Agencies Ltd.,TWIROST,TWIN ROSES TRADES & AGENCIES LTD.,Active,,,
512131,Signet Industries Limited,SIGIND,Signet Industries Limited,Active,,,
512147,Kajal Synthetics and Silk Mills Ltd,KAJALSY,KAJAL SYNTHETICS & SILK MILLS LTD.,Active,,,
512149,Avance Technologies Ltd.,AVANCE,AVANCE TECHNOLOGIES LTD.,Active,,,
512153,M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD,M Lakhamsi Industries Ltd,Active,,,
512157,Terraform Realstate Limited,TERRAREAL,Terraform Realstate Limited,Active,,,
512161,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,Securekloud Technologies Ltd,Active,,,
512165,ABans Enterprises Limited,ABANSENT,Abans Enterprises Ltd,Active,,,
512175,Vama Industries Limited,VAMA,VAMA INDUSTRIES LTD.,Active,,,
512179,Sunteck Realty Ltd,SUNTECK,SUNTECK REALTY LTD.,Active,,,
512195,Bentley Commercial Enterprises Ltd.,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,Active,,,
512197,Silver oak Commercial Ltd.,SILVERO,SILVER OAK COMMERCIAL LTD.,Active,,,
512213,Classic Electricals Ltd.,CLASELE,CLASSIC ELECTRICALS LTD.,Active,,,
512217,Prism Medico and Pharmacy Ltd.,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,Active,,,
512221,SPV GLOBAL TRADING LIMITED,SPVGLOBAL,SPV Global Trading Ltd,Active,,,
512229,Veritas (India) Limited,VERITAS,VERITAS (INDIA) LTD.,Active,,,
512237,Jai Corp Limited,JAICORPLTD,JAI CORP LTD.,Active,,,
512245,Nivi Trading Ltd.,ZNIVITRD,NIVI TRADING LTD.,Active,,,
512247,Ashirwad Capital Ltd.,ASHCAP,ASHIRWAD CAPITAL LTD.,Active,,,
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,Active,,,
512261,Bajaj Global Ltd,BAJGLOB,BAJAJ GLOBAL LTD.,Active,,,
512267,Media Matrix Worldwide Ltd.,MMWL,MEDIA MATRIX WORLDWIDE LTD.,Active,,,
512271,Tashi India Ltd.,TASHIND,TASHI INDIA LTD.,Active,,,
512277,Autoriders International Ltd,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,Active,,,
512291,Speedage Commercials Ltd.,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,,,
512296,Bhagyanagar India Limited,BHAGYANGR,BHAGYANAGAR INDIA LTD.,Active,,,
512301,Chambal Breweries & Distilleries Li,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.,Active,,,
512303,Mansoon Trading Co. Ltd.,ZMANSOON,MANSOON TRADING CO.LTD.,Active,,,
512329,SG MART LIMITED,SGMART,SG Mart Ltd,Active,,,
512341,CES Limited,CESL,CES Limited,Active,,,
512344,Aravali Securities & Finance Ltd.,ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.,Active,,,
512345,Yash Trading & Finance Ltd.,YASTF,YASH TRADING & FINANCE LTD.,Active,,,
512367,Sheraton Properties & Finance Ltd.,ZSHERAPR,SHERATON PROPERTIES & FINANCE LTD.,Active,,,
512377,Magnanimous Trade & Finance Ltd.,MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.,Active,,,
512379,Cressanda Solutions Ltd.,CRESSAN,CRESSANDA SOLUTIONS LTD.,Active,,,
512381,STARTECK FINANCE LIMITED,STARTECK,Starteck Finance Ltd,Active,,,
512393,Shardul Securities Ltd.,SHARDUL,SHARDUL SECURITIES LTD.,Active,,,
512399,SERA INVESTMENTS & FINANCE INDIA LIMITED,SERA,Sera Investments & Finance India Ltd,Active,,,
512404,Bengal Steel Industries Ltd.,BENGALS,BENGAL STEEL INDUSTRIES LTD.,Active,,,
512408,Uniworth Securities Limited,UNIWSEC,UNIWORTH SECURITIES LTD.,Active,,,
512415,Mercury Trade Links Ltd.,MERCTRD,MERCURY TRADE LINKS LTD.,Active,,,
512425,Nirav Commercials Ltd.,NIRAVCOM,NIRAV COMMERCIALS LTD.,Active,,,
512431,White Hall Commercial Co.Ltd.,WHITHAL,WHITE HALL COMMERCIAL CO.LTD.,Active,,,
512433,Asutosh Enterprise Ltd.,ASUTENT,ASUTOSH ENTERPRISES LTD.,Active,,,
512437,Apollo Finvest (India) Ltd.,APOLLOFI,APOLLO FINVEST (INDIA) LTD.,Active,,,
512441,Enbee Trade & Finance Ltd.,ENBETRD,ENBEE TRADE & FINANCE LTD.,Active,,,
512443,Ganon Products Limited,GANONPRO,Ganon Products Ltd,Active,,,
512445,Devinsu Trading Ltd.,DEVITRD,DEVINSU TRADING LTD.,Active,,,
512453,Shri Jagdamba Polymers Ltd,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,Active,,,
512455,Lloyds Metals and Energy Limited,LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Active,,,
512461,Punctual Trading Ltd.,PUNCTRD,PUNCTUAL TRADING LTD.,Active,,,
512463,LLOYDS ENTERPRISES LIMITED,LLOYDSENT,Lloyds Enterprises Ltd,Active,,,
512477,Betex India Ltd.,BETXIND,BETEX INDIA LTD.,Active,,,
512479,VIRYA RESOURCES LIMITED,VIRYA,Virya Resources Ltd,Active,,,
512485,Dhanlaxmi Cotex Ltd.,DHANCOT,DHANLAXMI COTEX LTD.,Active,,,
512489,Oasis Securities Limited,OASISEC,OASIS SECURITIES LTD.,Active,,,
512493,Garnet International Limited,GARNETINT,GARNET INTERNATIONAL LTD.,Active,,,
512499,Shalimar Productions Ltd.,SHALPRO,SHALIMAR PRODUCTIONS LTD.,Active,,,
512505,Meenakshi Steel Industries Ltd.,MEENST,MEENAKSHI STEEL INDUSTRIES LTD.,Active,,,
512511,Varun Mercantile Ltd.,VARUNME,VARUN MERCANTILE LTD.,Active,,,
512517,Vinayak Vanijya Ltd.,VINVANI,VINAYAK VANIJYA LTD.,Active,,,
512519,Donear Industries Ltd,DONEAR,DONEAR INDUSTRIES LTD.-$,Active,,,
512527,Super Sales India Ltd.,SUPER,SUPER SALES INDIA LTD.-$,Active,,,
512529,Sequent Scientific Limited,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,,,
512531,State Trading Corporation of India,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,,,
512553,Zenith Exports Ltd.,ZENITHEXPO,ZENITH EXPORTS LTD.,Active,,,
512559,Kohinoor Foods Ltd,KOHINOOR,KOHINOOR FOODS LTD.,Active,,,
512565,NEELKANTH LIMITED,NEELKANTH,Neelkanth Ltd-$,Active,,,
512573,Avanti Feeds ltd.,AVANTIFEED,AVANTI FEEDS LTD.-$,Active,,,
512587,Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Active,,,
512589,Sita Enterprises LTD.,SITAENT,SITA ENTERPRISES LTD.,Active,,,
512591,Pulsar International Limited,PULSRIN,PULSAR INTERNATIONAL LTD.,Active,,,
512595,Manbro Industries Limited,MANBRO,Manbro Industries Ltd,Active,,,
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV,Keynote Financial Services Ltd,Active,,,
512599,Adani Enterprises Ltd.,ADANIENT,ADANI ENTERPRISES LTD.,Active,,,
512600,ASTAL LABORATORIES LIMITED,ASTALLTD,Astal Laboratories Ltd,Active,,,
512608,Bhandari Hosiery Exports Ltd.,BHANDARI,BHANDARI HOSIERY EXPORTS LTD.,Active,,,
512618,RLF Ltd.,RLF,RLF LTD.,Active,,,
512624,Regent Enterprises Limited,REGENTRP,Regent Enterprises Ltd,Active,,,
512626,Orbit Exports Ltd.,ORBTEXP,ORBIT EXPORTS LTD.,Active,,,
512634,Savera Industries Ltd.,SAVERA,SAVERA INDUSTRIES LTD.,Active,,,
513005,Chrome Silicon Limited,CHROME,Chrome Silicon Ltd-$,Active,,,
513012,Jeet Machine Tools Ltd.,ZJEETMAC,JEET MACHINE TOOLS LTD.,Active,,,
513023,NAVA LIMITED,NAVA,Nava Ltd,Active,,,
513039,Hindusthan Udyog Ltd,ZHINUDYP,HINDUSTHAN UDYOG LTD.,Active,,,
513043,Remi Edelstahl Tubulars Limited,REMIEDEL,Remi Edelstahl Tubulars Limited,Active,,,
513059,G.S. Auto International Ltd.,GSAUTO,G.S.AUTO INTERNATIONAL LTD.,Active,,,
513063,Trans-Freight Containers Ltd.,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Active,,,
513097,Shivalik Bimetal Controls Ltd.,SBCL,SHIVALIK BIMETAL CONTROLS LTD.,Active,,,
513108,Gandhi Special Tubes Ltd.,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,Active,,,
513117,Amforge Industries Ltd.,AMFORG,AMFORGE INDUSTRIES LTD.,Active,,,
513121,Oricon Enterprises Ltd.,ORICONENT,ORICON ENTERPRISES LTD.-$,Active,,,
513149,Acrow (India) Ltd.,ACROW,ACROW INDIA LTD.,Active,,,
513173,Steel Strips Infrastructures Limited,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.,Active,,,
513228,Pennar Industries Ltd.,PENIND,PENNAR INDUSTRIES LTD.-$,Active,,,
513250,Jyoti Structures Ltd.,JYOTISTRUC,JYOTI STRUCTURES LTD.,Active,,,
513252,Jay Ushin Ltd.,JAYUSH,JAY USHIN LTD.,Active,,,
513262,Steel Strips & Wheels Ltd,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,,,
513269,Man Industries (India) Ltd,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,Active,,,
513295,IMEC SERVICES LIMITED,IMEC,Imec Services Ltd,Active,,,
513303,Modern Steels Limited,MDRNSTL,MODERN STEELS LTD.-$,Active,,,
513307,Synthiko Foils Ltd.,SYNTHFO,SYNTHIKO FOILS LTD.,Active,,,
513309,Golkonda Aluminium Extrusions Ltd,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Active,,,
513337,Gujarat Toolroom Ltd.,GUJTLRM,GUJARAT TOOLROOM LTD.,Active,,,
513349,Ajmera Realty & Infra India Limited,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,Active,,,
513353,Cochin Minerals & Rutile Ltd.,COCHINM,COCHIN MINERALS & RUTILE LTD.-$,Active,,,
513361,India Steel Works Ltd,ISWL,INDIA STEEL WORKS LTD.,Active,,,
513369,KRISHANVEER FORGE LIMITED,KVFORGE,Krishanveer Forge Ltd,Active,,,
513375,Carborundum Universal Ltd.,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,,,
513377,MMTC Ltd.,MMTC,MMTC LTD.,Active,,,
513397,Vallabh Steels ltd,VALLABHSQ,VALLABH STEELS LTD.-$,Active,,,
513401,Ashiana Ispat Limited,ASHIS,ASHIANA ISPAT LTD.,Active,,,
513403,P.M. Telelinnks Limited,PMTELELIN,P.M.TELELINNKS LTD.,Active,,,
513418,Smiths & Founders (India) Limited,SMFIL,Smiths & Founders (India) Limited,Active,,,
513422,Bloom Industries Ltd,BLOIN,BLOOM INDUSTRIES LTD.,Active,,,
513436,Shah Alloys Limited,SHAHALLOYS,SHAH ALLOYS LTD.,Active,,,
513452,Elango Industries Ltd,ELANGO,ELANGO INDUSTRIES LTD.,Active,,,
513456,Kanishk Steel Industries Ltd,KANSHST,KANISHK STEEL INDUSTRIES LTD.,Active,,,
513460,Mahalaxmi Seamless Ltd.,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Active,,,
513472,Simplex Castings Ltd.,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Active,,,
513488,Shree Steel Wire Ropes Ltd.,SSWRL,SHREE STEEL WIRE ROPES LTD.,Active,,,
513496,SIZEMASTERS TECHNOLOGY LIMITED,SIZEMASTER,Sizemasters Technology Ltd,Active,,,
513498,Southern Magnesium And Chemicals Lt,SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.,Active,,,
513502,Baroda Extrusion Ltd.,BAROEXT,BARODA EXTRUSION LTD.,Active,,,
513507,Gujarat Containers Ltd.,GUJCONT,GUJARAT CONTAINERS LTD.,Active,,,
513509,Kalyani Forge Ltd.,KALYANIFRG,KALYANI FORGE LTD.,Active,,,
513511,Panchmahal Steel Ltd.,PANCHMAHQ,PANCHMAHAL STEEL LTD.,Active,,,
513513,Aditya Ispat Ltd.,ADITYA,ADITYA ISPAT LTD.,Active,,,
513515,S.R.Industries Ltd.,SRIND,S.R.INDUSTRIES LTD.,Active,,,
513517,Steelcast Ltd.,STEELCAS,STEELCAST LTD.,Active,,,
513519,PITTI ENGINEERING LIMITED,PITTIENG,Pitti Engineering Ltd-$,Active,,,
513528,Glittek Granites Ltd.,GLITTEKG,GLITTEK GRANITES LTD.,Active,,,
513532,Pradeep Metals Ltd.,PRADPME,PRADEEP METALS LTD.,Active,,,
513536,Gujarat Natural Resources Limited,GNRL,Gujarat Natural Resources Limited,Active,,,
513540,Tamilnadu Steel Tubes Ltd.,TNSTLTU,TAMILNADU STEEL TUBES LTD.,Active,,,
513548,Sharda Ispat Ltd.,SHRDAIS,SHARDA ISPAT LTD.,Active,,,
