Security Code,Company_Name,Security Id,Security Name,Status,,,
531129,Inani Marbles & Industries Ltd.,INANI,INANI MARBLES & INDUSTRIES LTD.,Active,,,
531137,Gemstone Investments Ltd.,GEMSI,GEMSTONE INVESTMENTS LTD.,Active,,,
531144,El Forge Ltd.,ELFORGE,EL FORGE LTD.-$,Active,,,
531146,Medicamen Biotech Ltd.,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,,,
531147,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,,,
531153,Diligent Industries Limited,DILIGENT,DILIGENT INDUSTRIES LTD.,Active,,,
531155,Epsom Properties Limited,EPSOMPRO,EPSOM PROPERTIES LTD.,Active,,,
531156,Alfavision Overseas (India) Ltd.,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,Active,,,
531157,Organic Coatings Ltd.,ORGCOAT,ORGANIC COATINGS LTD.,Active,,,
531158,Catvision Limited,CATVISION,Catvision Limited,Active,,,
531161,ABM Knowledgeware Ltd.,ABMKNO,ABM KNOWLEDGEWARE LTD.,Active,,,
531162,Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,,,
531163,Kemistar Corporation Limited,KEMISTAR,Kemistar Corporation Limited,Active,,,
531168,Associated Ceramics Ltd.,ASSOCER,ASSOCIATED CERAMICS LTD.,Active,,,
531169,SKP Securities Ltd.,SKPSEC,SKP SECURITIES LTD.,Active,,,
531173,Syschem (India) Ltd.,SYSCHEM,SYSCHEM (INDIA) LTD.,Active,,,
531176,Mefcom Capital Markets Ltd.,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Active,,,
531178,Hemang Resources Limited,HEMANG,Hemang Resources Ltd,Active,,,
531179,Arman Financial Services Limited,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,,,
531199,Glance Finance Ltd.,GLANCE,GLANCE FINANCE LTD.,Active,,,
531201,Shilchar Technologies Ltd.,SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,Active,,,
531203,TRADEWELL HOLDINGS LIMITED,TRADEWELL,Tradewell Holdings Ltd,Active,,,
531205,SPRIGHT AGRO LIMITED,SPRIGHT,Spright Agro Ltd,Active,,,
531209,Nucleus Software Exports Ltd,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,,,
531210,Colinz Laboratories ltd.,COLINZ,COLINZ LABORATORIES LTD.,Active,,,
531212,Nalin Lease Finance Ltd.,NLFL,NALIN LEASE FINANCE LTD.,Active,,,
531213,Manappuram Finance Limited,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,,,
531215,RTS Power Corporation Ltd.,RTSPOWR,RTS POWER CORPORATION LTD.,Active,,,
531216,Comfort Intech Ltd,COMFINTE,COMFORT INTECH LTD.-$,Active,,,
531219,Shyama Computronics and Services Limited,SHYAMACOMP,Shyama Computronics and Services Ltd,Active,,,
531221,Mayur Floorings Ltd.,MAYURFL,MAYUR FLOORINGS LTD.,Active,,,
531223,Anjani Synthetics Limited,ANJANI,ANJANI SYNTHETICS LTD.-$,Active,,,
531225,XTGLOBAL INFOTECH LIMITED,XTGLOBAL,Xtglobal Infotech Ltd,Active,,,
531227,Deco-Mica Ltd.,DECOMIC,DECO-MICA LTD.,Active,,,
531228,Rander Corporation Ltd.,RANDER,RANDER CORPORATION LTD.,Active,,,
531233,Rasi Electrodes Ltd.,RASIELEC,RASI ELECTRODES LTD.,Active,,,
531234,SCOOBEE DAY GARMENTS (INDIA) LIMITED,SCOOBEEDAY,Scoobee Day Garments (India) Ltd,Active,,,
531235,Citiport Financial Services Ltd.,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,Active,,,
531237,Dhruva Capital Services Ltd.,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,Active,,,
531240,Shamrock Industrial Co. Ltd.,SHAMROIN,SHAMROCK INDUSTRIAL CO.LTD.,Active,,,
531241,LINC LIMITED,LINC,Linc Ltd-$,Active,,,
531246,Prima Industries Ltd.,PRIMAIN,PRIMA INDUSTRIES LTD.,Active,,,
531253,India Gelatine & Chemicals Ltd.,INDGELA,INDIA GELATINE & CHEMICALS LTD.-$,Active,,,
531254,Optimus Finance Limited,OPTIFIN,Optimus Finance Ltd,Active,,,
531255,Paragon Finance Ltd.,PARAGONF,PARAGON FINANCE LTD.,Active,,,
531257,Pratiksha Chemicals Ltd.,PRATIKSH,PRATIKSHA CHEMICALS LTD.,Active,,,
531259,Esha Media Research Limited,ESHAMEDIA,Esha Media Research Limited,Active,,,
531260,Refex Renewables & Infrastructure Limited,REFEXRENEW,Refex Renewables & Infrastructure Ltd,Active,,,
531266,V.S.T.Tillers Tractors Ltd.,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,,,
531268,B2B Software Technologies Ltd.,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,Active,,,
531272,Nikki Global Finance Ltd.,NIKKIGL,NIKKI GLOBAL FINANCE LTD.,Active,,,
531273,Radhe Developers (India) ltd.,RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,Active,,,
531278,Elixir Capital Limited,ELIXIR,Elixir Capital Ltd,Active,,,
531279,Trishakti Industries Limited,TRISHAKT,Trishakti Industries Ltd,Active,,,
531280,Pankaj Polymers Ltd.,PANKAJPO,PANKAJ POLYMERS LTD.,Active,,,
531281,MARBLE CITY INDIA LIMITED,MARBLE,Marble City India Ltd,Active,,,
531283,Cindrella Financial Services Ltd.,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,Active,,,
531287,National Plastic Technologies Ltd,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,Active,,,
531288,Lead Financial Services  Ltd,LEADFIN,LEAD FINANCIAL SERVICES LTD.,Active,,,
531289,National Fittings Limited,NATFIT,National Fittings Limited,Active,,,
531297,Artefact Projects Ltd,ARTEFACT,ARTEFACT PROJECTS LTD.,Active,,,
531300,Amit International Ltd.,AMITINT,AMIT INTERNATIONAL LTD.,Active,,,
531304,Nutech Global Ltd.,NUTECGLOB,NUTECH GLOBAL LTD.,Active,,,
531306,DHP India Ltd.,DHPIND,DHP INDIA LTD.,Active,,,
531307,RRIL LIMITED,RRIL,RRIL Ltd,Active,,,
531310,Available Finance Ltd.,AVAILFC,AVAILABLE FINANCE LTD.,Active,,,
531314,INTEGRA CAPITAL LIMITED,INTCAPL,Integra Capital  Ltd,Active,,,
531322,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,Active,,,
531323,JAYATMA INDUSTRIES LIMITED,JAYIND,Jayatma Industries Ltd,Active,,,
531324,Roselabs Finance Ltd.,ROSELABS,ROSELABS FINANCE LTD.,Active,,,
531327,Charms Industries Ltd,CHARMS,CHARMS INDUSTRIES LTD.,Active,,,
531328,KRETTO SYSCON LIMITED,KRETTOSYS,Kretto Syscon Ltd,Active,,,
531334,Vikalp Securities Ltd.,VIKALPS,VIKALP SECURITIES LTD.,Active,,,
531335,Zydus Wellness Limited,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,,,
531337,WinPro Industries Limited,WINPRO,WinPro Industries Ltd,Active,,,
531338,Milestone Global Limited,MILESTONE,MILESTONE GLOBAL LTD.,Active,,,
531340,Bervin Investments And Leasing Ltd.,BERVINL,BERVIN INVESTMENT & LEASING LTD.,Active,,,
531341,Gujarat Investa Ltd.,GUJINV,GUJARAT INVESTA LTD.,Active,,,
531344,Container Corporation Of India Ltd.,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,,,
531346,Eastern Treads Ltd.,EASTRED,EASTERN TREADS LTD.,Active,,,
531349,Panacea Biotec Ltd.,PANACEABIO,PANACEA BIOTEC LTD.,Active,,,
531352,Peeti Securities Ltd.,PEETISEC,PEETI SECURITIES LTD.,Active,,,
531357,MERCURY EV-TECH LIMITED,MERCURYEV,Mercury Ev-Tech Ltd,Active,,,
531358,Choice International Ltd,CHOICEIN,CHOICE INTERNATIONAL LTD.,Active,,,
531359,Shriram Asset Management Co.Ltd.,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,,,
531360,Golechha Global Finance Ltd.,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,Active,,,
531364,Ekansh Concepts Limited,EKANSH,Ekansh Concepts Ltd,Active,,,
531370,SPARC ELECTREX LIMITED,SPAR,Sparc Electrex Ltd,Active,,,
531373,The Byke Hospitality    Ltd,BYKE,THE BYKE HOSPITALITY LTD.,Active,,,
531380,Centenial Surgical Suture Ltd.,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,Active,,,
531381,Arihant Foundations & Housing Ltd.,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,,,
531387,Hasti Finance Ltd.,HASTIFIN,HASTI FINANCE LTD.,Active,,,
531390,Upsurge Investment And Finance Ltd.,UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.,Active,,,
531395,Padam Cotton Yarns Ltd.,PADAMCO,PADAM COTTON YARNS LTD.,Active,,,
531397,Polycon International Ltd.,POLYCON,POLYCON INTERNATIONAL LTD.,Active,,,
531398,Source Natural Foods & Herbal Suppl Ltd,SOURCENTRL,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,Active,,,
531399,G.G.Automotive Gears Ltd.,GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,Active,,,
531400,Almondz Global Securities Limited,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,,,
531402,LWS Knitwear Ltd,LWSKNIT,LWS KNITWEAR LTD.,Active,,,
531406,ANS Limited,ANSINDUS,ANS Industries Ltd,Active,,,
531409,Alchemist Corporation Ltd,ALCHCORP,ALCHEMIST CORPORATION LTD.,Active,,,
531411,Tuni Textile Mills Ltd.,TUNITEX,TUNI TEXTILE MILLS LTD.,Active,,,
531412,Radix Industries (India) Limited,RADIXIND,Radix Industries (India) Limited,Active,,,
531413,Kiran Print-Pack Ltd.,KIRANPR,KIRAN PRINT-PACK LTD.,Active,,,
531416,Narendra Properties Ltd.,NARPROP,NARENDRA PROPERTIES LTD.,Active,,,
531417,Mega Corporation Ltd,MEGACOR,MEGA CORPORATION LTD.,Active,,,
531426,Tamil Nadu Newsprint And Papers Ltd,TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.,Active,,,
531431,Shakti Pumps (India) Ltd.,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,Active,,,
531432,Systematix Securities Ltd.,SYTIXSE,SYSTEMATIX SECURITIES LTD.,Active,,,
531433,Sungold Capital Ltd.,SUNGOLD,SUNGOLD CAPITAL LTD.,Active,,,
531437,Prakash Woollen & Synthetic Mills Ltd ,PWASML,Prakash Woollen & Synthetic Mills Ltd,Active,,,
531439,AION-TECH SOLUTIONS LIMITED,GOLDTECH,Aion-Tech Solutions Ltd,Active,,,
531441,Lyons Corporate Market Ltd.,LYONSCO,LYONS CORPORATE MARKET LTD.,Active,,,
531444,Vardhman Concrete Limited,VARDHMAN,Vardhman Concrete Limited,Active,,,
531449,GRM Overseas Ltd.,GRMOVER,GRM OVERSEAS LTD.,Active,,,
531453,Mohit Industries Limited,MOHITIND,MOHIT INDUSTRIES LTD.-$,Active,,,
531454,Polylink Polymers (india) Ltd.,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,Active,,,
531456,Minaxi Textiles Ltd.,MINAXI,MINAXI TEXTILES LTD.,Active,,,
531460,Continental Controls Ltd.,CONTICON,CONTINENTAL CONTROLS LTD.,Active,,,
531465,Nouveau Global Ventures Limited,NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Active,,,
531471,Duke Offshore Ltd.,DUKEOFS,DUKE OFFSHORE LTD.,Active,,,
531472,Cybele  Industries Limited,CYBELEIND,CYBELE INDUSTRIES LTD.,Active,,,
531486,Filmcity Media Ltd.,FILME,FILMCITY MEDIA LTD.,Active,,,
531489,Cg-Vak Software & Exports Ltd.,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,Active,,,
531494,NAVKAR URBANSTRUCTURE LIMITED,NAVKAR,Navkar Urbanstructure Ltd,Active,,,
531497,Madhucon Projects Ltd.,MADHUCON,MADHUCON PROJECTS LTD.-$,Active,,,
531499,Sybly Industries Ltd.,SYBLY,SYBLY INDUSTRIES LTD.-$,Active,,,
531500,Rajesh Exports Ltd.,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,,,
531502,Esaar (India) Ltd.,ESARIND,ESAAR (INDIA) LTD.,Active,,,
531503,Maris Spinners Ltd.,MARIS,MARIS SPINNERS LTD.-$,Active,,,
531505,Indergiri Finance ltd.,INDERGR,INDERGIRI FINANCE LTD.,Active,,,
531506,Shukra Bullions Limited,SKRABUL,SHUKRA BULLIONS LTD.,Active,,,
531508,Eveready Industries India Ltd.,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Active,,,
531509,Step Two Corporation Ltd.,STEP2COR,STEP TWO CORPORATION LTD.,Active,,,
531512,Orient Tradelink Ltd.,ORIENTTR,ORIENT TRADELINK LTD.,Active,,,
531515,Mahan Industries Ltd.,MAHANIN,MAHAN INDUSTRIES LTD.,Active,,,
531518,VIKAS PROPPANT & GRANITE LTD.,VIKASPROP,Vikas Proppant & Granite Ltd,Active,,,
531521,Desh Rakshak Aushdhalaya Ltd.,DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,Active,,,
531525,Ace Software Exports ltd.,ACESOFT,ACE SOFTWARE EXPORTS LTD.-$,Active,,,
531529,Softrak Venture Investments Ltd.,SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD.,Active,,,
531531,Hatsun Agro Products Ltd.,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,,,
531533,ACCEDERE LIMITED,ACCEDERE,Accedere Ltd,Active,,,
531537,Jyothi Infraventures Ltd.,JYOTHI,JYOTHI INFRAVENTURES LTD.,Active,,,
531539,Rishabh Digha Steel And Allied Prod,RISHDIGA,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,Active,,,
531540,Maruti Infrastructure Ltd.,MAINFRA,MARUTI INFRASTRUCTURE LTD.,Active,,,
531541,KOBO BIOTECH LIMITED,KOBO,Kobo Biotech Ltd-$,Active,,,
531543,Jindal Worldwide Ltd.,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,,,
531548,Somany Ceramics Limited,SOMANYCERA,SOMANY CERAMICS LTD.,Active,,,
531550,Jhaveri Credits & Capital Ltd.,JHACC,JHAVERI CREDITS & CAPITAL LTD.,Active,,,
531552,Raghunath Tobacco Co. Ltd.,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,Active,,,
531553,DISHA RESOURCES LIMITED,DRL,Disha Resources Ltd,Active,,,
531556,Coral India Finance And Housing Ltd,CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,Active,,,
531568,Ashutosh Paper Mills Ltd.,ASHUTPM,ASHUTOSH PAPER MILLS LTD.,Active,,,
531569,Sanjivani Paranteral Ltd.,SANJIVIN,SANJIVANI PARANTERAL LTD.,Active,,,
531574,Vas Infrastructure  Ltd.,VASINFRA,VAS INFRASTRUCTURE LTD.,Active,,,
531578,KMF Builders & Developers Ltd.,KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,Active,,,
531582,Beryl Securities Ltd,BERYLSE,BERYL SECURITIES LTD.,Active,,,
531583,Rap Media Ltd.,RAP,RAP MEDIA LTD.,Active,,,
531585,Devine Impex Limited,DEVINE,DEVINE IMPEX LTD.,Active,,,
531591,Bampsl Securities Ltd.,BAMPSL,BAMPSL SECURITIES LTD.,Active,,,
531592,GENPHARMASEC LIMITED,GENPHARMA,Genpharmasec Ltd,Active,,,
531594,Incon Engineers Ltd.,INCON,INCON ENGINEERS LTD.,Active,,,
531595,Capri Global Capital Limited,CGCL,Capri Global Capital Limited,Active,,,
531599,FDC Ltd.,FDC,FDC LTD.,Active,,,
531600,Gogia Capital Services Limited,GOGIACAP,Gogia Capital Services Limited,Active,,,
531608,Gorani Industries Ltd.,GORANIN,GORANI INDUSTRIES LTD.,Active,,,
531609,KG Petrochem Ltd.,KGPETRO,KG PETROCHEM LTD.,Active,,,
531610,UFM Industries Ltd,UFMINDL,UFM INDUSTRIES LTD.,Active,,,
531616,Starcom Information Technology Ltd,STARCOM,Starcom Information Technology Ltd,Active,,,
531624,Country Condo's Ltd,COUNCODOS,COUNTRY CONDO'S LTD.,Active,,,
531626,Orosil Smiths India Limited,OROSMITHS,OROSIL SMITHS INDIA LTD.-$,Active,,,
531628,TEJASSVI AAHARAM LIMITED,TEJASSVI,Tejassvi Aaharam Ltd,Active,,,
531633,Lincoln Pharmaceuticals ltd.,LINCOLN,LINCOLN PHARMACEUTICALS LTD.,Active,,,
531635,Silver Oak (India) Ltd.,SILVOAK,SILVER OAK (INDIA) LTD.,Active,,,
531637,PRAVEG LIMITED,PRAVEG,Praveg Ltd,Active,,,
531638,Suraj Ltd.,SURAJLTD,SURAJ LTD.-$,Active,,,
531640,Suvidha Infraestate Corporation Limited,SICL,Suvidha Infraestate Corporation Limited,Active,,,
531642,Marico Limited,MARICO,MARICO LTD.,Active,,,
531644,Tokyo Finance Ltd.,TOKYOFIN,TOKYO FINANCE LTD.,Active,,,
531651,National General Industries Ltd.,NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,Active,,,
531652,Thirdwave Financial Intermediaries,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Active,,,
531661,Hittco Tools Ltd.,HITTCO,HITTCO TOOLS LTD.,Active,,,
531667,RR METALMAKERS INDIA LIMITED,RRMETAL,RR MetalMakers India Ltd,Active,,,
531668,Vision Corporation Ltd.,VISIONCO,VISION CORPORATION LTD.,Active,,,
531671,Bisil Plast Limited,BISIL,Bisil Plast Limited,Active,,,
531672,Inani Securities Ltd.,INANISEC,INANI SECURITIES LTD.,Active,,,
531673,Anka India Ltd.,ANKIN,ANKA INDIA LTD.,Active,,,
531677,Aris International Limited,ARISINT,ARIS INTERNATIONAL LTD.,Active,,,
531681,AMERISE BIOSCIENCES LIMITED,AMERISE,Amerise Biosciences Ltd,Active,,,
531688,Prithvi Exchange (India) Limited,PRITHVIEXCH,Prithvi Exchange (India) Ltd,Active,,,
531692,Khyati Multimedia-Entertainment Ltd,KHYATI,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.,Active,,,
531694,Rainbow Foundations Ltd,RAINBOWF,RAINBOW FOUNDATIONS LTD.,Active,,,
531696,VSD Confin ltd.,VSDCONF,VSD CONFIN LTD.,Active,,,
531716,Tricom Fruit Products Limited,TRICOMFRU,Tricom Fruit Products Limited,Active,,,
531717,Vidhi Specialty Food Ingredients Limited,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Active,,,
531719,Bhagiradha Chemicals and Industries,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Active,,,
531723,GACM Technologies Limited,GATECH,GACM Technologies Ltd,Active,,,
531726,Panchsheel Organic Ltd.,PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,Active,,,
531727,Menon Pistons Ltd.,MENNPIS,MENON PISTONS LTD.,Active,,,
531735,Prism Finance Ltd.,PRISMFN,PRISM FINANCE LTD.,Active,,,
531737,Greencrest Financial Services Limited,GREENCREST,Greencrest Financial Services Limited,Active,,,
531739,Gennex Laboratories Ltd,GENNEX,GENNEX LABORATORIES LTD.,Active,,,
531743,Hira Automobiles Ltd.,HIRAUTO,HIRA AUTOMOBILES LTD.,Active,,,
531744,Gini Silk Mills Ltd.,GINISILK,GINI SILK MILLS LTD.-$,Active,,,
531746,Prajay Engineers Syndicate Ltd.,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,Active,,,
531752,BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN,Biogen Pharmachem Industries Ltd,Active,,,
531761,APOLLO PIPES LIMITED,APOLLOPIPE,Apollo Pipes Ltd,Active,,,
531762,Unjha Formulations Ltd.,UNJHAFOR,UNJHA FORMULATIONS LTD.,Active,,,
531768,Poly Medicure Ltd,POLYMED,POLY MEDICURE LTD.,Active,,,
531771,SHRADDHA PRIME PROJECTS LTD,SHRADDHA,Shraddha Prime Projects Ltd,Active,,,
531778,Kachchh Minerals Ltd.,KACHCHH,KACHCHH MINERALS LTD.,Active,,,
531779,Padmanabh Alloys & Polymers Ltd.,PADALPO,PADMANABH ALLOYS & POLYMERS LTD.,Active,,,
531780,Kaiser Corporation Limited,KACL,Kaiser Corporation Limited,Active,,,
531784,KCL Infra Projects Limited,KCLINFRA,KCL Infra Projects Ltd,Active,,,
531795,Atul Auto Limited,ATULAUTO,ATUL AUTO LTD.-$,Active,,,
531797,Scan Projects Ltd,SCANPRO,SCAN PROJECTS LTD.,Active,,,
531802,Prerna Infrabuild Limited,PRERINFRA,PRERNA INFRABUILD LTD.,Active,,,
531810,Metal Coatings (India) Ltd.,METALCO,METAL COATINGS (INDIA) LTD.,Active,,,
531812,SGN Telecoms Ltd.,SGNTE,SGN TELECOMS LTD.,Active,,,
531813,Ganga Papers India Ltd,GANGAPA,GANGA PAPERS INDIA LTD.,Active,,,
531814,Tirupati Sarjan Ltd.,TIRSARJ,TIRUPATI SARJAN LTD.,Active,,,
531821,Munoth Financial Services Ltd.,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Active,,,
531822,Rodium Realty Limited,RODIUM,Rodium Realty Limited,Active,,,
531832,Nagarjuna Agritech Ltd.,NAGTECH,NAGARJUNA AGRI TECH LTD.,Active,,,
531834,Natura Hue Chem Ltd.,NATHUEC,NATURA HUE CHEM LTD.,Active,,,
531840,IEC Education Limited,IECEDU,IEC EDUCATION LTD.,Active,,,
531841,Indus Finance Limited,INDUSFINL,Indus Finance Ltd,Active,,,
531842,Lahoti Overseas Ltd.,LAHOTIOV,LAHOTI OVERSEAS LTD.-$,Active,,,
531845,ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$,Active,,,
531846,Trinity League India Limited,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,Active,,,
531847,Asian Star Co. Ltd.,ASTAR,ASIAN STAR CO.LTD.-$,Active,,,
531859,ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL,Oriental Rail Infrastructure Ltd,Active,,,
531861,Joindre Capital Services Ltd.,JOINDRE,JOINDRE CAPITAL SERVICES LTD.,Active,,,
531862,Bharat Agri Fert and Realty Ltd,BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,Active,,,
531867,Unitech International Ltd,UNITINT,UNITECH INTERNATIONAL LTD.,Active,,,
531869,Sacheta Metals Ltd.,SACHEMT,SACHETA METALS LTD.,Active,,,
531870,Popular Estate Management Ltd,POPULARES,POPULAR ESTATE MANAGEMENT LTD.,Active,,,
531878,Anjani Finance Ltd,ANJANIFIN,ANJANI FINANCE LTD.,Active,,,
531885,SVA India Ltd,SVAINDIA,SVA INDIA LTD.,Active,,,
531888,Rexnord Electronics & Controls Ltd.,REXNORD,REXNORD ELECTRONICS & CONTROLS LTD.,Active,,,
531889,INTEGRATED INDUSTRIES LIMITED,IIL,Integrated Industries Ltd,Active,,,
531892,Khandwala Securities Ltd.,KHANDSE,KHANDWALA SECURITIES LTD.,Active,,,
531893,Sawaca Business Machines Ltd.,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,Active,,,
531900,CCL International Ltd,CCLINTER,CCL INTERNATIONAL LTD.,Active,,,
531902,Gallops Enterprise  Limited,GALLOPENT,GALLOPS ENTERPRISE LTD.,Active,,,
531909,CROISSANCE LIMITED,CROISSANCE,Croissance Ltd,Active,,,
531910,Madhuveer Com 18 Network Limited,MADHUVEER,Madhuveer Com 18 Network Ltd,Active,,,
531913,Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.,Active,,,
531918,Hindustan Appliances Ltd,HINDAPL,HINDUSTAN APPLIANCES LTD.,Active,,,
531921,Agarwal Industrial Corporation Limited,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,Active,,,
531923,Dhampure Speciality Sugars Ltd.,DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.,Active,,,
531925,Shantanu Sheorey Aquakult ltd.,SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,Active,,,
531930,Sarthak Industries Ltd.,SARTHAKIND,SARTHAK INDUSTRIES LTD.,Active,,,
531931,Sai Capital Ltd.,SAICAPI,SAI CAPITAL LTD.,Active,,,
531936,Blue Chip India Ltd,BLUECHIP,BLUE CHIP INDIA LTD.,Active,,,
531944,LEXORAA INDUSTRIES LIMITED,LEXORAA,Lexoraa Industries Ltd,Active,,,
531946,Chadha Papers Ltd.,CHADPAP,CHADHA PAPERS LTD.,Active,,,
531950,Vertex Securities Ltd.,VERTEX,VERTEX SECURITIES LTD.,Active,,,
531952,Riba Textiles Ltd.,RIBATEX,RIBA TEXTILES LTD.,Active,,,
531959,Newtime Infrastructure Limited,NEWINFRA,Newtime Infrastructure Limited,Active,,,
531962,Shree Metalloys Limited,SHREMETAL,SHREE METALLOYS LTD.,Active,,,
531968,IITL PROJECTS LIMITED,IITLPROJ,IITL PROJECTS LIMITED,Active,,,
531971,Hari Govind International Ltd.,HARIGOV,HARI GOVIND INTERNATIONAL LTD.,Active,,,
531977,Chartered Logistics Ltd,CHLOGIST,CHARTERED LOGISTICS LTD.,Active,,,
531978,Ambika Cotton Mills Ltd.,AMBIKCO,AMBIKA COTTON MILLS LTD.,Active,,,
531979,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,Active,,,
531982,Spectrum Foods Limited,SPECFOOD,SPECTRUM FOODS LTD.,Active,,,
531991,Amraworld Agrico Ltd.,AMRAAGRI,AMRAWORLD AGRICO LTD.,Active,,,
531996,Odyssey Corporation Ltd.,ODYCORP,ODYSSEY CORPORATION LTD.,Active,,,
531997,VUENOW INFRATECH LIMITED,VUENOW,Vuenow Infratech Ltd,Active,,,
532001,Inducto Steels ltd.,INDCTST,INDUCTO STEEL LTD.,Active,,,
532005,Sam Industries Ltd.,SAMINDUS,SAM INDUSTRIES LTD.,Active,,,
532007,Shree Vatsaa Finance & Leasing Ltd.,SHVFL,SHREEVATSAA FINANCE & LEASING LTD.,Active,,,
532011,VASHU BHAGNANI INDUSTRIES LIMITED,POOJAENT,Vashu Bhagnani Industries Ltd,Active,,,
532015,Gravity (India) Ltd.,GRAVITY,GRAVITY (INDIA) LTD.-$,Active,,,
532016,ESPIRE HOSPITALITY LIMITED,ESPIRE,Espire Hospitality Limited,Active,,,
532019,LCC Infotech Ltd.,LCCINFOTEC,LCC INFOTECH LTD.,Active,,,
532022,Filatex Fashions Ltd,FILATFASH,FILATEX FASHIONS LTD.,Active,,,
532024,R.B.Gupta Financials Ltd.,RBGUPTA,R.B.GUPTA FINANCIALS LTD.,Active,,,
532029,Sindhu Trade Links Limited,SINDHUTRAD,Sindhu Trade Links Limited,Active,,,
532035,Unistar Multimedia Ltd,UNISTRMU,UNISTAR MULTIMEDIA LTD.,Active,,,
532039,Zenotech Laboratories Limited,ZENOTECH,ZENOTECH LABORATORIES LTD.,Active,,,
532041,Hindustan Bio Sciences Ltd.,HINDBIO,HINDUSTAN BIO SCIENCES LTD.,Active,,,
532042,Frontline Corporation Limited,FRONTCORP,FRONTLINE CORPORATION LTD.,Active,,,
532051,Swelect Energy Systems Limited,SWELECTES,Swelect Energy Systems Limited-$,Active,,,
532053,Wallfort Financial Services Ltd.,WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,Active,,,
532054,KDDL Ltd,KDDL,KDDL LTD.-$,Active,,,
